Balancing Authority,Data Date,Hour Number,Local Time at End of Hour,UTC Time at End of Hour,Demand Forecast (MW),Demand (MW),Net Generation (MW),Total Interchange (MW),Sum(Valid DIBAs) (MW),Demand (MW) (Imputed),Net Generation (MW) (Imputed),Total Interchange (MW) (Imputed),Demand (MW) (Adjusted),Net Generation (MW) (Adjusted),Total Interchange (MW) (Adjusted),Net Generation (MW) from Coal,Net Generation (MW) from Natural Gas,Net Generation (MW) from Nuclear,Net Generation (MW) from All Petroleum Products,Net Generation (MW) from Hydropower Excluding Pumped Storage,Net Generation (MW) from Pumped Storage,Net Generation (MW) from Solar without Integrated Battery Storage,Net Generation (MW) from Solar with Integrated Battery Storage,Net Generation (MW) from Wind without Integrated Battery Storage,Net Generation (MW) from Wind with Integrated Battery Storage,Net Generation (MW) from Battery Storage,Net Generation (MW) from Other Energy Storage,Net Generation (MW) from Unknown Energy Storage,Net Generation (MW) from Geothermal,Net Generation (MW) from Other Fuel Sources,Net Generation (MW) from Unknown Fuel Sources,Net Generation (MW) from Coal (Imputed),Net Generation (MW) from Natural Gas (Imputed),Net Generation (MW) from Nuclear (Imputed),Net Generation (MW) from All Petroleum Products (Imputed),Net Generation (MW) from Hydropower Excluding Pumped Storage (Imputed),Net Generation (MW) from Pumped Storage (Imputed),Net Generation (MW) from Solar without Integrated Battery Storage (Imputed),Net Generation (MW) from Solar with Integrated Battery Storage (Imputed),Net Generation (MW) from Wind without Integrated Battery Storage (Imputed),Net Generation (MW) from Wind with Integrated Battery Storage (Imputed),Net Generation (MW) from Battery Storage (Imputed),Net Generation (MW) from Other Energy Storage (Imputed),Net Generation (MW) from Unknown Energy Storage (Imputed),Net Generation (MW) from Geothermal (Imputed),Net Generation (MW) from Other Fuel Sources (Imputed),Net Generation (MW) from Coal (Adjusted),Net Generation (MW) from Natural Gas (Adjusted),Net Generation (MW) from Nuclear (Adjusted),Net Generation (MW) from All Petroleum Products (Adjusted),Net Generation (MW) from Hydropower Excluding Pumped Storage (Adjusted),Net Generation (MW) from Pumped Storage  (Adjusted),Net Generation (MW) from Solar without Integrated Battery Storage (Adjusted),Net Generation (MW) from Solar witho Integrated Battery Storage (Adjusted),Net Generation (MW) from Wind without Integrated Battery Storage (Adjusted),Net Generation (MW) from Wind with Integrated Battery Storage (Adjusted),Net Generation (MW) from Battery Storage (Adjusted),Net Generation (MW) from Other Energy Storage (Adjusted),Net Generation (MW) from Unknown Energy Storage (Adjusted),Net Generation (MW) from Geothermal (Adjusted),Net Generation (MW) from Other Fuel Sources (Adjusted),Region
AECI,12/20/2024,5,12/20/2024 5:00,12/20/2024 11:00,3012,3039,3499,460,460,,,,3039,3499,460,1676,1196,,,,,,,627,,,,,,,,,,,,,,,,,,,,,,,1676,1196,,,,,,,627,,,,,,,MIDW
AECI,12/20/2024,6,12/20/2024 6:00,12/20/2024 12:00,3253,3268,3664,396,396,,,,3268,3664,396,1650,1396,,,,,,,618,,,,,,,,,,,,,,,,,,,,,,,1650,1396,,,,,,,618,,,,,,,MIDW
AECI,12/20/2024,7,12/20/2024 7:00,12/20/2024 13:00,3538,3540,3721,181,181,,,,3540,3721,181,1739,1400,,,,,,,582,,,,,,,,,,,,,,,,,,,,,,,1739,1400,,,,,,,582,,,,,,,MIDW
AECI,12/20/2024,8,12/20/2024 8:00,12/20/2024 14:00,3652,3632,3980,348,348,,,,3632,3980,348,1909,1530,,,,,,,540,,,,,,,,,,,,,,,,,,,,,,,1909,1530,,,,,,,540,,,,,,,MIDW
AECI,12/20/2024,9,12/20/2024 9:00,12/20/2024 15:00,3587,3627,4010,383,383,,,,3627,4010,383,1938,1566,,,,,,,506,,,,,,,,,,,,,,,,,,,,,,,1938,1566,,,,,,,506,,,,,,,MIDW
AECI,12/20/2024,10,12/20/2024 10:00,12/20/2024 16:00,3473,3523,3982,459,459,,,,3523,3982,459,1949,1537,,,,,,,495,,,,,,,,,,,,,,,,,,,,,,,1949,1537,,,,,,,495,,,,,,,MIDW
AECI,12/20/2024,11,12/20/2024 11:00,12/20/2024 17:00,3330,3380,3895,515,515,,,,3380,3895,515,1949,1599,,,,,,,347,,,,,,,,,,,,,,,,,,,,,,,1949,1599,,,,,,,347,,,,,,,MIDW
AECI,12/20/2024,12,12/20/2024 12:00,12/20/2024 18:00,3197,3240,3766,526,526,,,,3240,3766,526,1890,1673,,,,,,,203,,,,,,,,,,,,,,,,,,,,,,,1890,1673,,,,,,,203,,,,,,,MIDW
AECI,12/20/2024,13,12/20/2024 13:00,12/20/2024 19:00,3068,3106,3569,463,463,,,,3106,3569,463,1817,1630,,,,,,,122,,,,,,,,,,,,,,,,,,,,,,,1817,1630,,,,,,,122,,,,,,,MIDW
AECI,12/20/2024,14,12/20/2024 14:00,12/20/2024 20:00,2986,2990,3501,511,511,,,,2990,3501,511,1826,1605,,,,,,,70,,,,,,,,,,,,,,,,,,,,,,,1826,1605,,,,,,,70,,,,,,,MIDW
AECI,12/20/2024,15,12/20/2024 15:00,12/20/2024 21:00,2937,2940,3358,418,418,,,,2940,3358,418,1899,1427,,,,,,,32,,,,,,,,,,,,,,,,,,,,,,,1899,1427,,,,,,,32,,,,,,,MIDW
AECI,12/20/2024,16,12/20/2024 16:00,12/20/2024 22:00,2989,2957,3384,427,427,,,,2957,3384,427,1939,1428,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,1939,1428,,,,,,,16,,,,,,,MIDW
AECI,12/20/2024,17,12/20/2024 17:00,12/20/2024 23:00,3173,3096,3412,316,316,,,,3096,3412,316,1940,1464,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,1940,1464,,,,,,,7,,,,,,,MIDW
AECI,12/20/2024,18,12/20/2024 18:00,12/21/2024 0:00,3432,3388,3580,192,192,,,,3388,3580,192,1945,1634,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,1945,1634,,,,,,,0,,,,,,,MIDW
AECI,12/20/2024,19,12/20/2024 19:00,12/21/2024 1:00,3508,3463,3607,144,144,,,,3463,3607,144,1962,1634,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,1962,1634,,,,,,,10,,,,,,,MIDW
AECI,12/20/2024,20,12/20/2024 20:00,12/21/2024 2:00,3548,3494,3483,-11,-11,,,,3494,3483,-11,1950,1514,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,1950,1514,,,,,,,19,,,,,,,MIDW
AECI,12/20/2024,21,12/20/2024 21:00,12/21/2024 3:00,3566,3477,3452,-25,-25,,,,3477,3452,-25,1947,1485,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,1947,1485,,,,,,,20,,,,,,,MIDW
AECI,12/20/2024,22,12/20/2024 22:00,12/21/2024 4:00,3538,3451,3395,-56,-56,,,,3451,3395,-56,1925,1427,,,,,,,43,,,,,,,,,,,,,,,,,,,,,,,1925,1427,,,,,,,43,,,,,,,MIDW
AECI,12/20/2024,23,12/20/2024 23:00,12/21/2024 5:00,3436,3361,3404,43,43,,,,3361,3404,43,1896,1411,,,,,,,96,,,,,,,,,,,,,,,,,,,,,,,1896,1411,,,,,,,96,,,,,,,MIDW
AECI,12/20/2024,24,12/21/2024 0:00,12/21/2024 6:00,3362,3277,3497,220,220,,,,3277,3497,220,1937,1461,,,,,,,99,,,,,,,,,,,,,,,,,,,,,,,1937,1461,,,,,,,99,,,,,,,MIDW
AECI,12/21/2024,1,12/21/2024 1:00,12/21/2024 7:00,3289,3246,3497,251,251,,,,3246,3497,251,1949,1458,,,,,,,90,,,,,,,,,,,,,,,,,,,,,,,1949,1458,,,,,,,90,,,,,,,MIDW
AECI,12/21/2024,2,12/21/2024 2:00,12/21/2024 8:00,3283,3236,3491,255,255,,,,3236,3491,255,1949,1472,,,,,,,70,,,,,,,,,,,,,,,,,,,,,,,1949,1472,,,,,,,70,,,,,,,MIDW
AECI,12/21/2024,3,12/21/2024 3:00,12/21/2024 9:00,3310,3254,3466,212,212,,,,3254,3466,212,1930,1426,,,,,,,110,,,,,,,,,,,,,,,,,,,,,,,1930,1426,,,,,,,110,,,,,,,MIDW
AECI,12/21/2024,4,12/21/2024 4:00,12/21/2024 10:00,3333,3285,3533,248,248,,,,3285,3533,248,1945,1439,,,,,,,149,,,,,,,,,,,,,,,,,,,,,,,1945,1439,,,,,,,149,,,,,,,MIDW
AECI,12/21/2024,5,12/21/2024 5:00,12/21/2024 11:00,3394,3359,3428,69,69,,,,3359,3428,69,1842,1391,,,,,,,194,,,,,,,,,,,,,,,,,,,,,,,1842,1391,,,,,,,194,,,,,,,MIDW
AECI,12/21/2024,6,12/21/2024 6:00,12/21/2024 12:00,3505,3474,3579,105,105,,,,3474,3579,105,1918,1395,,,,,,,266,,,,,,,,,,,,,,,,,,,,,,,1918,1395,,,,,,,266,,,,,,,MIDW
AECI,12/21/2024,7,12/21/2024 7:00,12/21/2024 13:00,3653,3611,3652,41,41,,,,3611,3652,41,1938,1460,,,,,,,254,,,,,,,,,,,,,,,,,,,,,,,1938,1460,,,,,,,254,,,,,,,MIDW
AECI,12/21/2024,8,12/21/2024 8:00,12/21/2024 14:00,3774,3758,3690,-68,-68,,,,3758,3690,-68,1959,1515,,,,,,,216,,,,,,,,,,,,,,,,,,,,,,,1959,1515,,,,,,,216,,,,,,,MIDW
AECI,12/21/2024,9,12/21/2024 9:00,12/21/2024 15:00,3726,3748,3611,-137,-137,,,,3748,3611,-137,1959,1447,,,,,,,205,,,,,,,,,,,,,,,,,,,,,,,1959,1447,,,,,,,205,,,,,,,MIDW
AECI,12/21/2024,10,12/21/2024 10:00,12/21/2024 16:00,3531,3555,3530,-25,-25,,,,3555,3530,-25,1965,1504,,,,,,,61,,,,,,,,,,,,,,,,,,,,,,,1965,1504,,,,,,,61,,,,,,,MIDW
AECI,12/21/2024,11,12/21/2024 11:00,12/21/2024 17:00,3309,3293,3394,101,101,,,,3293,3394,101,1959,1406,,,,,,,28,,,,,,,,,,,,,,,,,,,,,,,1959,1406,,,,,,,28,,,,,,,MIDW
AECI,12/21/2024,12,12/21/2024 12:00,12/21/2024 18:00,3113,3064,3351,287,287,,,,3064,3351,287,1960,1335,,,,,,,56,,,,,,,,,,,,,,,,,,,,,,,1960,1335,,,,,,,56,,,,,,,MIDW
AECI,12/21/2024,13,12/21/2024 13:00,12/21/2024 19:00,2940,2834,3363,529,529,,,,2834,3363,529,1951,1389,,,,,,,23,,,,,,,,,,,,,,,,,,,,,,,1951,1389,,,,,,,23,,,,,,,MIDW
AECI,12/21/2024,14,12/21/2024 14:00,12/21/2024 20:00,2803,2663,3298,635,635,,,,2663,3298,635,1892,1378,,,,,,,28,,,,,,,,,,,,,,,,,,,,,,,1892,1378,,,,,,,28,,,,,,,MIDW
AECI,12/21/2024,15,12/21/2024 15:00,12/21/2024 21:00,2728,2589,3383,794,794,,,,2589,3383,794,1953,1384,,,,,,,46,,,,,,,,,,,,,,,,,,,,,,,1953,1384,,,,,,,46,,,,,,,MIDW
AECI,12/21/2024,16,12/21/2024 16:00,12/21/2024 22:00,2771,2608,3436,828,828,,,,2608,3436,828,1963,1383,,,,,,,90,,,,,,,,,,,,,,,,,,,,,,,1963,1383,,,,,,,90,,,,,,,MIDW
AECI,12/21/2024,17,12/21/2024 17:00,12/21/2024 23:00,2943,2801,3529,728,728,,,,2801,3529,728,1984,1415,,,,,,,130,,,,,,,,,,,,,,,,,,,,,,,1984,1415,,,,,,,130,,,,,,,MIDW
AECI,12/21/2024,18,12/21/2024 18:00,12/22/2024 0:00,3209,3124,3685,561,561,,,,3124,3685,561,1983,1465,,,,,,,237,,,,,,,,,,,,,,,,,,,,,,,1983,1465,,,,,,,237,,,,,,,MIDW
AECI,12/21/2024,19,12/21/2024 19:00,12/22/2024 1:00,3304,3261,3765,504,504,,,,3261,3765,504,1960,1425,,,,,,,380,,,,,,,,,,,,,,,,,,,,,,,1960,1425,,,,,,,380,,,,,,,MIDW
AECI,12/21/2024,20,12/21/2024 20:00,12/22/2024 2:00,3344,3284,3737,453,453,,,,3284,3737,453,1939,1374,,,,,,,424,,,,,,,,,,,,,,,,,,,,,,,1939,1374,,,,,,,424,,,,,,,MIDW
AECI,12/21/2024,21,12/21/2024 21:00,12/22/2024 3:00,3352,3357,3759,402,402,,,,3357,3759,402,1935,1381,,,,,,,443,,,,,,,,,,,,,,,,,,,,,,,1935,1381,,,,,,,443,,,,,,,MIDW
AECI,12/21/2024,22,12/21/2024 22:00,12/22/2024 4:00,3303,3352,3766,414,414,,,,3352,3766,414,1832,1377,,,,,,,557,,,,,,,,,,,,,,,,,,,,,,,1832,1377,,,,,,,557,,,,,,,MIDW
AECI,12/21/2024,23,12/21/2024 23:00,12/22/2024 5:00,3210,3303,3739,436,436,,,,3303,3739,436,1789,1378,,,,,,,572,,,,,,,,,,,,,,,,,,,,,,,1789,1378,,,,,,,572,,,,,,,MIDW
AECI,12/21/2024,24,12/22/2024 0:00,12/22/2024 6:00,3120,3228,3645,417,417,,,,3228,3645,417,1787,1363,,,,,,,485,,,,,,,,,,,,,,,,,,,,,,,1787,1363,,,,,,,485,,,,,,,MIDW
AECI,12/22/2024,1,12/22/2024 1:00,12/22/2024 7:00,3132,3176,3522,346,346,,,,3176,3522,346,1679,1338,,,,,,,505,,,,,,,,,,,,,,,,,,,,,,,1679,1338,,,,,,,505,,,,,,,MIDW
AECI,12/22/2024,2,12/22/2024 2:00,12/22/2024 8:00,3127,3160,3485,325,325,,,,3160,3485,325,1615,1330,,,,,,,540,,,,,,,,,,,,,,,,,,,,,,,1615,1330,,,,,,,540,,,,,,,MIDW
AECI,12/22/2024,3,12/22/2024 3:00,12/22/2024 9:00,3140,3187,3455,268,268,,,,3187,3455,268,1580,1315,,,,,,,560,,,,,,,,,,,,,,,,,,,,,,,1580,1315,,,,,,,560,,,,,,,MIDW
AECI,12/22/2024,4,12/22/2024 4:00,12/22/2024 10:00,3167,3194,3540,346,346,,,,3194,3540,346,1661,1335,,,,,,,544,,,,,,,,,,,,,,,,,,,,,,,1661,1335,,,,,,,544,,,,,,,MIDW
AECI,12/22/2024,5,12/22/2024 5:00,12/22/2024 11:00,3212,3264,3565,301,301,,,,3264,3565,301,1647,1329,,,,,,,589,,,,,,,,,,,,,,,,,,,,,,,1647,1329,,,,,,,589,,,,,,,MIDW
AECI,12/22/2024,6,12/22/2024 6:00,12/22/2024 12:00,3316,3335,3548,213,213,,,,3335,3548,213,1634,1324,,,,,,,590,,,,,,,,,,,,,,,,,,,,,,,1634,1324,,,,,,,590,,,,,,,MIDW
AECI,12/22/2024,7,12/22/2024 7:00,12/22/2024 13:00,3422,3465,3659,194,194,,,,3465,3659,194,1704,1342,,,,,,,613,,,,,,,,,,,,,,,,,,,,,,,1704,1342,,,,,,,613,,,,,,,MIDW
AECI,12/22/2024,8,12/22/2024 8:00,12/22/2024 14:00,3553,3601,3910,309,309,,,,3601,3910,309,1938,1388,,,,,,,584,,,,,,,,,,,,,,,,,,,,,,,1938,1388,,,,,,,584,,,,,,,MIDW
AECI,12/22/2024,9,12/22/2024 9:00,12/22/2024 15:00,3525,3566,3953,387,387,,,,3566,3953,387,2010,1384,,,,,,,559,,,,,,,,,,,,,,,,,,,,,,,2010,1384,,,,,,,559,,,,,,,MIDW
AECI,12/22/2024,10,12/22/2024 10:00,12/22/2024 16:00,3325,3320,3761,441,441,,,,3320,3761,441,1946,1334,,,,,,,481,,,,,,,,,,,,,,,,,,,,,,,1946,1334,,,,,,,481,,,,,,,MIDW
AECI,12/22/2024,11,12/22/2024 11:00,12/22/2024 17:00,3076,3071,3447,376,376,,,,3071,3447,376,1756,1166,,,,,,,525,,,,,,,,,,,,,,,,,,,,,,,1756,1166,,,,,,,525,,,,,,,MIDW
AECI,12/22/2024,12,12/22/2024 12:00,12/22/2024 18:00,2886,2854,3245,391,391,,,,2854,3245,391,1688,1017,,,,,,,540,,,,,,,,,,,,,,,,,,,,,,,1688,1017,,,,,,,540,,,,,,,MIDW
AECI,12/22/2024,13,12/22/2024 13:00,12/22/2024 19:00,2737,2704,2827,123,123,,,,2704,2827,123,1353,845,,,,,,,629,,,,,,,,,,,,,,,,,,,,,,,1353,845,,,,,,,629,,,,,,,MIDW
AECI,12/22/2024,14,12/22/2024 14:00,12/22/2024 20:00,2624,2572,2678,106,106,,,,2572,2678,106,1210,819,,,,,,,649,,,,,,,,,,,,,,,,,,,,,,,1210,819,,,,,,,649,,,,,,,MIDW
AECI,12/22/2024,15,12/22/2024 15:00,12/22/2024 21:00,2553,2498,2593,95,95,,,,2498,2593,95,1158,765,,,,,,,670,,,,,,,,,,,,,,,,,,,,,,,1158,765,,,,,,,670,,,,,,,MIDW
AECI,12/22/2024,16,12/22/2024 16:00,12/22/2024 22:00,2587,2539,2692,153,153,,,,2539,2692,153,1184,811,,,,,,,697,,,,,,,,,,,,,,,,,,,,,,,1184,811,,,,,,,697,,,,,,,MIDW
AECI,12/22/2024,17,12/22/2024 17:00,12/22/2024 23:00,2742,2651,3139,488,488,,,,2651,3139,488,1527,892,,,,,,,719,,,,,,,,,,,,,,,,,,,,,,,1527,892,,,,,,,719,,,,,,,MIDW
AECI,12/22/2024,18,12/22/2024 18:00,12/23/2024 0:00,2981,2958,3526,568,568,,,,2958,3526,568,1792,978,,,,,,,756,,,,,,,,,,,,,,,,,,,,,,,1792,978,,,,,,,756,,,,,,,MIDW
AECI,12/22/2024,19,12/22/2024 19:00,12/23/2024 1:00,3049,3042,3561,519,519,,,,3042,3561,519,1841,942,,,,,,,778,,,,,,,,,,,,,,,,,,,,,,,1841,942,,,,,,,778,,,,,,,MIDW
AECI,12/22/2024,20,12/22/2024 20:00,12/23/2024 2:00,3058,3053,3455,402,402,,,,3053,3455,402,1799,888,,,,,,,768,,,,,,,,,,,,,,,,,,,,,,,1799,888,,,,,,,768,,,,,,,MIDW
AECI,12/22/2024,21,12/22/2024 21:00,12/23/2024 3:00,3033,3061,3454,393,393,,,,3061,3454,393,1752,971,,,,,,,731,,,,,,,,,,,,,,,,,,,,,,,1752,971,,,,,,,731,,,,,,,MIDW
AECI,12/22/2024,22,12/22/2024 22:00,12/23/2024 4:00,2942,3026,3291,265,265,,,,3026,3291,265,1644,934,,,,,,,713,,,,,,,,,,,,,,,,,,,,,,,1644,934,,,,,,,713,,,,,,,MIDW
AECI,12/22/2024,23,12/22/2024 23:00,12/23/2024 5:00,2793,2888,3108,220,220,,,,2888,3108,220,1551,853,,,,,,,704,,,,,,,,,,,,,,,,,,,,,,,1551,853,,,,,,,704,,,,,,,MIDW
AECI,12/22/2024,24,12/23/2024 0:00,12/23/2024 6:00,2672,2748,2944,196,196,,,,2748,2944,196,1405,826,,,,,,,712,,,,,,,,,,,,,,,,,,,,,,,1405,826,,,,,,,712,,,,,,,MIDW
AECI,12/23/2024,1,12/23/2024 1:00,12/23/2024 7:00,2639,2680,2659,-21,-21,,,,2680,2659,-21,1266,690,,,,,,,703,,,,,,,,,,,,,,,,,,,,,,,1266,690,,,,,,,703,,,,,,,MIDW
AECI,12/23/2024,2,12/23/2024 2:00,12/23/2024 8:00,2609,2617,2652,35,35,,,,2617,2652,35,1256,683,,,,,,,713,,,,,,,,,,,,,,,,,,,,,,,1256,683,,,,,,,713,,,,,,,MIDW
AECI,12/23/2024,3,12/23/2024 3:00,12/23/2024 9:00,2605,2572,2716,144,144,,,,2572,2716,144,1259,753,,,,,,,704,,,,,,,,,,,,,,,,,,,,,,,1259,753,,,,,,,704,,,,,,,MIDW
AECI,12/23/2024,4,12/23/2024 4:00,12/23/2024 10:00,2615,2547,2789,242,242,,,,2547,2789,242,1281,812,,,,,,,696,,,,,,,,,,,,,,,,,,,,,,,1281,812,,,,,,,696,,,,,,,MIDW
AECI,12/23/2024,5,12/23/2024 5:00,12/23/2024 11:00,2679,2567,3044,477,477,,,,2567,3044,477,1447,920,,,,,,,677,,,,,,,,,,,,,,,,,,,,,,,1447,920,,,,,,,677,,,,,,,MIDW
AECI,12/23/2024,6,12/23/2024 6:00,12/23/2024 12:00,2817,2617,3265,648,648,,,,2617,3265,648,1718,1025,,,,,,,522,,,,,,,,,,,,,,,,,,,,,,,1718,1025,,,,,,,522,,,,,,,MIDW
AECI,12/23/2024,7,12/23/2024 7:00,12/23/2024 13:00,3021,2729,3460,731,731,,,,2729,3460,731,1916,1201,,,,,,,343,,,,,,,,,,,,,,,,,,,,,,,1916,1201,,,,,,,343,,,,,,,MIDW
AECI,12/23/2024,8,12/23/2024 8:00,12/23/2024 14:00,3106,2817,3624,807,807,,,,2817,3624,807,1999,1334,,,,,,,291,,,,,,,,,,,,,,,,,,,,,,,1999,1334,,,,,,,291,,,,,,,MIDW
AECI,12/23/2024,9,12/23/2024 9:00,12/23/2024 15:00,3061,2818,3756,938,938,,,,2818,3756,938,2061,1401,,,,,,,294,,,,,,,,,,,,,,,,,,,,,,,2061,1401,,,,,,,294,,,,,,,MIDW
AECI,12/23/2024,10,12/23/2024 10:00,12/23/2024 16:00,2962,2811,3665,854,854,,,,2811,3665,854,2073,1431,,,,,,,160,,,,,,,,,,,,,,,,,,,,,,,2073,1431,,,,,,,160,,,,,,,MIDW
AECI,12/23/2024,11,12/23/2024 11:00,12/23/2024 17:00,2847,2743,3395,652,652,,,,2743,3395,652,2034,1282,,,,,,,78,,,,,,,,,,,,,,,,,,,,,,,2034,1282,,,,,,,78,,,,,,,MIDW
AECI,12/23/2024,12,12/23/2024 12:00,12/23/2024 18:00,2740,2654,3501,847,847,,,,2654,3501,847,2052,1373,,,,,,,76,,,,,,,,,,,,,,,,,,,,,,,2052,1373,,,,,,,76,,,,,,,MIDW
AECI,12/23/2024,13,12/23/2024 13:00,12/23/2024 19:00,2631,2595,3528,933,933,,,,2595,3528,933,2080,1399,,,,,,,49,,,,,,,,,,,,,,,,,,,,,,,2080,1399,,,,,,,49,,,,,,,MIDW
AECI,12/23/2024,14,12/23/2024 14:00,12/23/2024 20:00,2555,2510,3440,930,930,,,,2510,3440,930,2057,1352,,,,,,,31,,,,,,,,,,,,,,,,,,,,,,,2057,1352,,,,,,,31,,,,,,,MIDW
AECI,12/23/2024,15,12/23/2024 15:00,12/23/2024 21:00,2510,2457,3387,930,930,,,,2457,3387,930,2008,1351,,,,,,,28,,,,,,,,,,,,,,,,,,,,,,,2008,1351,,,,,,,28,,,,,,,MIDW
AECI,12/23/2024,16,12/23/2024 16:00,12/23/2024 22:00,2528,2464,3394,930,930,,,,2464,3394,930,2029,1350,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,2029,1350,,,,,,,15,,,,,,,MIDW
AECI,12/23/2024,17,12/23/2024 17:00,12/23/2024 23:00,2652,2521,3419,898,898,,,,2521,3419,898,2040,1355,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,2040,1355,,,,,,,24,,,,,,,MIDW
AECI,12/23/2024,18,12/23/2024 18:00,12/24/2024 0:00,2854,2632,3457,825,825,,,,2632,3457,825,2052,1359,,,,,,,46,,,,,,,,,,,,,,,,,,,,,,,2052,1359,,,,,,,46,,,,,,,MIDW
AECI,12/23/2024,19,12/23/2024 19:00,12/24/2024 1:00,2881,2658,3402,744,744,,,,2658,3402,744,1943,1351,,,,,,,108,,,,,,,,,,,,,,,,,,,,,,,1943,1351,,,,,,,108,,,,,,,MIDW
AECI,12/23/2024,20,12/23/2024 20:00,12/24/2024 2:00,2855,2618,3445,827,827,,,,2618,3445,827,2010,1357,,,,,,,78,,,,,,,,,,,,,,,,,,,,,,,2010,1357,,,,,,,78,,,,,,,MIDW
AECI,12/23/2024,21,12/23/2024 21:00,12/24/2024 3:00,2822,2561,3390,829,829,,,,2561,3390,829,1958,1358,,,,,,,74,,,,,,,,,,,,,,,,,,,,,,,1958,1358,,,,,,,74,,,,,,,MIDW
AECI,12/23/2024,22,12/23/2024 22:00,12/24/2024 4:00,2721,2488,3469,981,981,,,,2488,3469,981,2044,1363,,,,,,,62,,,,,,,,,,,,,,,,,,,,,,,2044,1363,,,,,,,62,,,,,,,MIDW
AECI,12/23/2024,23,12/23/2024 23:00,12/24/2024 5:00,2571,2380,3421,1041,1041,,,,2380,3421,1041,1933,1357,,,,,,,131,,,,,,,,,,,,,,,,,,,,,,,1933,1357,,,,,,,131,,,,,,,MIDW
AECI,12/23/2024,24,12/24/2024 0:00,12/24/2024 6:00,2433,2240,3328,1088,1088,,,,2240,3328,1088,1724,1378,,,,,,,226,,,,,,,,,,,,,,,,,,,,,,,1724,1378,,,,,,,226,,,,,,,MIDW
AECI,12/24/2024,1,12/24/2024 1:00,12/24/2024 7:00,2388,2169,2892,723,723,,,,2169,2892,723,1471,1187,,,,,,,233,,,,,,,,,,,,,,,,,,,,,,,1471,1187,,,,,,,233,,,,,,,MIDW
AECI,12/24/2024,2,12/24/2024 2:00,12/24/2024 8:00,2368,2113,2894,781,781,,,,2113,2894,781,1461,1242,,,,,,,191,,,,,,,,,,,,,,,,,,,,,,,1461,1242,,,,,,,191,,,,,,,MIDW
AECI,12/24/2024,3,12/24/2024 3:00,12/24/2024 9:00,2364,2097,2696,599,599,,,,2097,2696,599,1467,1068,,,,,,,161,,,,,,,,,,,,,,,,,,,,,,,1467,1068,,,,,,,161,,,,,,,MIDW
AECI,12/24/2024,4,12/24/2024 4:00,12/24/2024 10:00,2380,2144,2723,579,579,,,,2144,2723,579,1447,1153,,,,,,,123,,,,,,,,,,,,,,,,,,,,,,,1447,1153,,,,,,,123,,,,,,,MIDW
AECI,12/24/2024,5,12/24/2024 5:00,12/24/2024 11:00,2461,2185,2840,655,655,,,,2185,2840,655,1487,1251,,,,,,,102,,,,,,,,,,,,,,,,,,,,,,,1487,1251,,,,,,,102,,,,,,,MIDW
AECI,12/24/2024,6,12/24/2024 6:00,12/24/2024 12:00,2627,2285,2846,561,561,,,,2285,2846,561,1554,1146,,,,,,,146,,,,,,,,,,,,,,,,,,,,,,,1554,1146,,,,,,,146,,,,,,,MIDW
AECI,12/24/2024,7,12/24/2024 7:00,12/24/2024 13:00,2862,2435,3011,576,576,,,,2435,3011,576,1567,1269,,,,,,,175,,,,,,,,,,,,,,,,,,,,,,,1567,1269,,,,,,,175,,,,,,,MIDW
AECI,12/24/2024,8,12/24/2024 8:00,12/24/2024 14:00,2959,2584,3200,616,616,,,,2584,3200,616,1740,1303,,,,,,,157,,,,,,,,,,,,,,,,,,,,,,,1740,1303,,,,,,,157,,,,,,,MIDW
AECI,12/24/2024,9,12/24/2024 9:00,12/24/2024 15:00,2919,2721,3340,619,619,,,,2721,3340,619,2051,1167,,,,,,,122,,,,,,,,,,,,,,,,,,,,,,,2051,1167,,,,,,,122,,,,,,,MIDW
AECI,12/24/2024,10,12/24/2024 10:00,12/24/2024 16:00,2833,2784,3327,543,543,,,,2784,3327,543,2054,1157,,,,,,,116,,,,,,,,,,,,,,,,,,,,,,,2054,1157,,,,,,,116,,,,,,,MIDW
AECI,12/24/2024,11,12/24/2024 11:00,12/24/2024 17:00,2741,2786,3121,335,335,,,,2786,3121,335,2044,981,,,,,,,95,,,,,,,,,,,,,,,,,,,,,,,2044,981,,,,,,,95,,,,,,,MIDW
AECI,12/24/2024,12,12/24/2024 12:00,12/24/2024 18:00,2650,2733,3089,356,356,,,,2733,3089,356,2074,964,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,2074,964,,,,,,,50,,,,,,,MIDW
AECI,12/24/2024,13,12/24/2024 13:00,12/24/2024 19:00,2570,2699,3079,380,380,,,,2699,3079,380,2085,969,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,2085,969,,,,,,,25,,,,,,,MIDW
AECI,12/24/2024,14,12/24/2024 14:00,12/24/2024 20:00,2513,2649,3050,401,401,,,,2649,3050,401,2004,1026,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,2004,1026,,,,,,,20,,,,,,,MIDW
